comment,stance_llama_8b,sentiment_llama_8b
key takeaways for quick navigation 2621 addressing freedom and democracy threats president addresses the threat to freedom and democracy both domestically and internationally putins aggression in ukraine is highlighted as a significant concern urges congress to stand up to putin and provide assistance to ukraine 3203 defending democracy and addressing january 6th president emphasizes the importance of defending democracy and addressing the events of january 6th 2021 calls for truthtelling about the insurrection and unity in defending democratic principles rejects efforts to undermine free and fair elections 3424 advocating for reproductive rights president advocates for reproductive rights and access to healthcare services highlights stories of individuals impacted by restrictive reproductive laws calls for the protection and restoration of roe v wade 3812 economic achievements and future plans president outlines economic achievements including job creation and infrastructure investments highlights efforts to strengthen manufacturing healthcare and clean energy sectors proposes future economic initiatives to benefit the middle class and working families 4802 healthcare reforms and prescription drug costs president discusses healthcare reforms including lowering prescription drug costs highlights initiatives to reduce drug prices and expand access to affordable healthcare advocates for capping prescription drug costs to benefit seniors and working families 5304 housing and womens health initiative proposal for a white house initiative on womens health research led by jill biden introduction of a 12 billion plan for womens health research annual tax credit proposal of 400 for americans to put towards their mortgages for two years 5414 housing and education reform crackdown on big landlords using antitrust laws to fix housing prices reducing red tape for builders to facilitate the construction of affordable housing proposal for expanded access to preschool for three and fouryearolds and investment in education 5803 tax reform and fiscal responsibility plans to cut federal deficit by taxing big corporations and the wealthy proposal to ensure corporations pay their fair share of taxes introduction of measures to end tax breaks for big pharmaceutical and oil companies 010426 economic fairness and corporate accountability focus on ensuring billionaires and big corporations pay their fair share of taxes introduction of a minimum tax rate for billionaires plans to end tax breaks and deductions for excessive executive pay and corporate profits 010518 consumer protection and corporate accountability crackdown on corporations engaging in deceptive pricing and price gouging proposal to eliminate hidden fees and ensure upfront pricing for consumer services measures to reduce credit card late fees and save american families billions of dollars annually 010733 immigration reform and border security discussion on bipartisan efforts for comprehensive immigration reform proposal for increased border security measures while respecting human rights addressing the need for bipartisan cooperation to pass immigration reform legislation 011432 voting rights and civil rights urgent call for the passage of voting rights legislation to combat voter suppression proposal to protect civil rights diversity and equality across american society advocacy for fundamental rights including the right to vote and access to education 011601 climate action and environmental justice commitment to significant action on climate change including carbon emission reduction targets proposal for clean energy initiatives conservation efforts and environmental justice policies introduction of programs to create clean energy jobs and address environmental challenges in frontline communities 011720 public safety and criminal justice reform discussion on reducing violent crime rates and enhancing public safety measures plans for investing in community policing mental health services and police reform commitment to addressing domestic violence gun violence and systemic issues in the criminal justice system made with harpa ai,OTHER,OTHER
crazy im a farmer watching my job being taken over by a machine now because my boss cant make milk prices go up but the stores can up the prices,LIBERAL,NEUTRAL
spoke on everything other than what was needed i dont care about ukraine at this point i stand with putin russia isnt dealing with inflation and high crime russia isnt being invaded here this man is talking about sending more money while we suffer that place is filled with idiots and paid fillers,CONSERVATIVE,NEGATIVE
republican senators need compulsive training in decorum and respect chewing gum using cell phones and shouting should not be allowed no matter who the president is how low can you get,CONSERVATIVE,NEGATIVE
its the united states of america not united states of ukrainer,LIBERAL,NEUTRAL
how embarrassing is this old man in our white house he lies its so embarrassing for our country fjb,CONSERVATIVE,NEGATIVE
how many years has mr president had to fix the tax code and hes going to talk about it now the orange man was telling the truth when he said your wealthy friends benefit from the tax code too,LIBERAL,NEUTRAL
bidens own justice department declined to prosecute him for absconding with classified documents because hes got dementia that tells me everything i need to know,CONSERVATIVE,NEGATIVE
i must say i enjoyed the various shade of crimson on moses mikes face as the president called the gop out for their despicable behavior,LIBERAL,POSITIVE
no money for ukraine money for america and americans shut the border down clown,CONSERVATIVE,NEGATIVE
that was really state of destruction we the people will stop you in november 5,CONSERVATIVE,NEGATIVE
would everyone just sit down hes like three minutes into his speech and theres been 12 standing ovations we have been lied to you by this administration more than any administration before it,LIBERAL,NEGATIVE
i made just over 48000 last year paid in over 8000 got back 52 dollarswth is that about meanwhile rich guys who have no worries about money are allowed to pay nothing,OTHER,NEUTRAL
praise the lord god bless american and let democracy live forever god bless the president biden and all americans who believe in freedom and justice for all,LIBERAL,POSITIVE
jeez that guy can spin some bullcrap with a straight face they should have had a lie counter in the corner it would have moved like a stopwatch,LIBERAL,NEUTRAL
and look whos sponsoring the ads,LIBERAL,NEUTRAL
old people should not deside the worlds future,LIBERAL,NEUTRAL
i like how we have crime increasing across this country but theyre out here clapping like theres no fires to put out the country is blazin,CONSERVATIVE,NEGATIVE
what a pathetic performance i guess hes relieved to know that thats the last time hell be giving a state of the union address hahaha the zombie mummy president,LIBERAL,NEGATIVE
harris take a seat you good for nothing daft,CONSERVATIVE,NEGATIVE
it is obvious that maga republicans by their lack of enthusiasm dont want good things for the american people and the country they are showing they are only interested in forwarding their own greedy agenda and trumps the cult leader wake up people and stop trump from ruining our democracy vote blue for the people and the country and decency,LIBERAL,NEGATIVE
thats a president uncle joe can still spit hot fire,LIBERAL,POSITIVE
which clone of joe is this,LIBERAL,NEUTRAL
im gonna vote joe just so i can see what he has in store another 4 years lol,LIBERAL,POSITIVE
you cant love your country only when you win joe boom boom biden,LIBERAL,NEUTRAL
how many americans has biden murdered with his open borders and his chinese fentanyl,CONSERVATIVE,NEGATIVE
well from putins own mouth this would have been over long ago if it wasnt for joe bidenthats right they were not patriots it was paid antifa undercover fbi agentsthere is nothing honest about you,OTHER,NEGATIVE
biden is a liar,CONSERVATIVE,NEGATIVE
i think everybody should watch tucker carlson hes got a great perspective,CONSERVATIVE,NEUTRAL
you gotta love the way mike johnson frowns and shakes his head no when biden calls out the gops bs surprised he could do that without his puppet master pulling his strings,LIBERAL,POSITIVE
the third monkey must win because the first rooster is actually competent he didnt start even a single new war,LIBERAL,NEUTRAL
hilarious only a few fjb supporters here to comment about fumbling joe and his pathetic admin spewing lies to anyone whose dumb enough to listen im only here to read the comments and comment the delusional comments fyi,LIBERAL,NEGATIVE
most of what this man said was incorrect and unfeasible with the floods of illegals thanks to his party,CONSERVATIVE,NEUTRAL
harris is cleopatra black she should sit down she only represents her owners,CONSERVATIVE,NEGATIVE
did anyone here someone scream lies when biden was talking about covid and trump lol,LIBERAL,NEUTRAL
biden owns the democrats and trump owns biden bidens entire existence revolves around trump biden couldnt even leave trump out of his sotu address biden is obsessed with trump,LIBERAL,NEGATIVE
