comment,stance_llama_8b
i wonder how many times biden watched trumps state of the union to get some key topics,LIBERAL
what a rambling dumpster fire of a man,CONSERVATIVE
sotu is now apparently short for state of the ukraine,LIBERAL
telling the people that a bunch of drunk dudes in costumes was the greatest threat to america since the civil war is openly admitting this country and government is weak i do agree that republicans want to bury jan 6 the same way the democrats effectively buried those blm riots in the summer of 2020 out of sight out of mind they decide what we remember,LIBERAL
american voices were tainted by your mail in ballots and crooked family ties with russia and china,CONSERVATIVE
one of the greatest presidents in our history,LIBERAL
supreme court deserved their chastising by the president mj showing his cowardice mtg being a total joke jerk at the same time great speech from the one only real president of the us fakertuck your tail incomprehensive speeches go away to a deserted island or maybe a fave foreign country,LIBERAL
look at how difficult it is for the speaker of the house to sit there not allowed to aprove of what biden is saying he is a total puppet,CONSERVATIVE
trump 2024 done with biden harris obama liars fruads,CONSERVATIVE
homelessness has risen by a third since biden usurped the office his answer to homelessness import 10 million illegal immigrants into the country and put them all on welfare,CONSERVATIVE
biden you havent done a thing all political garbage talk,CONSERVATIVE
theres no crisis at the southern border joe biden,CONSERVATIVE
lol this guys a joke,OTHER
it reminded me of north korea when biden came out and all of democrats started cheering and clapping like their lives depended on it what a complete disgrace to this country they are,CONSERVATIVE
we need a time stamp of when it starts,OTHER
regardless of what you think of biden you have to admit he crushes the state of the union adresses its like an entirely different person,LIBERAL
all these clowns in one room while us sheep enjoy the content,OTHER
