comment,biden_stance,trump_stance
as a russian i found this both funny and terrifying i have no idea what is really going on in your country but i wish you a better leader who will listen and finally hear what you guys want and need inside your country and inside every american family and not what russia or ukraine or afghanistan or anyone else needs or doesnt need you got a great country with incredible history and strong people but it doesnt mean you dont have problems inside but look what these two people are talking about putin putin putin zelensky russia ukraine and just couple of words about their homeland about all of you we are pictured as cold bloodthirsty haters but thats not true we are not that bad as for me and all people i know we dont hate anyone we also want peace in this crazy world and we also want to invite all of you to come and see how we live and to know us better youll change your mond,NONE,NONE
im a muslim i support donald trump,NONE,FAVOR
total fake news if you dont post the real debate that had a higher viewership than cnn rfk jr clearly won over this clown show,FAVOR,FAVOR
for me i want trump to be president againtrump mind if for business biden is warpreak minded,FAVOR,FAVOR
how is biden a leader of a nation as an albertan i cant stand trudeau but does biden know where he is,AGAINST,NONE
poor america they both suck,AGAINST,AGAINST
us is the most admired country in the world yep and an offender is the most admired person by their victims with stockholm syndrome i love the us and us people but i think your politicians should care about the us way more than they do now,NONE,NONE
what bs trump talked about he could not really answer even one question baiden is too old to deliver his answers fairly,AGAINST,FAVOR
we had the greatest economy in the history of our country i burst out laughing at this,NONE,FAVOR
we need younger men alpha males that excel in business and finance or have had major success running fortune 500 companies and just a super smart business oriented 3555 years old that can get deals done that are good for the usaoh wait i know just the person oh but he cant because he was not born in the usa who am i thinking of,NONE,NONE
dem two shud put gloves on n fight,NONE,NONE
trump the whole world is blowing under him thats true,NONE,AGAINST
zelensky is no longer a president his time elapsed,NONE,NONE
you dont like people with swasticas and torches in your country but you support and finance them in ukraine shame,AGAINST,NONE
greatest country now,NONE,FAVOR
joe must go back and never return,AGAINST,NONE
this joe guy seem like the type person that destroys everything,AGAINST,NONE
the population of the united states is over 340 million are there not two more decent people among them they are the humiliation of america both of them is this where your blessed democracy has gotten you fix your system,AGAINST,AGAINST
biden i created more black businesses than any administration in history all i see are black barbershops and african hair braiding businesses,FAVOR,NONE
someone independent needs to go through this and fact check every word sentence and fact lie they spoke it would be interesting to see the results,NONE,AGAINST
this season of america is going to be so wild i cant believe this show got more crazy than both rick and morty and black mirror yet somehow still manages to be believable except maybe biden hes a little over the top in terms of not being able to make a comprehensible sentence but i guess it kinda works too cant wait to binge it,AGAINST,NONE
its sad that these two are our options,NONE,NONE
take a sip whenever joe comes up with the idea youll be dead within an hour,AGAINST,NONE
that was the best comedy movie ive watched for quite some time oscars all round,NONE,NONE
1705 what border does he refer to the border with canada,NONE,NONE
trump should win,NONE,FAVOR
there was a wall biden dismantled it nuff said,AGAINST,FAVOR
hes tripping over words but everything biden says is way more substantial than trump,FAVOR,AGAINST
if you are not an american and watching these clowns for entertainment and laughs,NONE,NONE
trump the best,NONE,FAVOR
wsj propaganda machines how about telling your viewers the truth for once that ukraine war is biden war which he loosing on a wide scale,AGAINST,FAVOR
i was depressed for a long time and i looked so useless and bad this music helps me relieve fatigue and stress,NONE,NONE
american is run by 2 dinosaur,NONE,NONE
trump is coming,NONE,FAVOR
german nation does not wish its 001 interests to be determined and 002 controlled by any foreign nation france 005 to the french england to the english 007 america to the americans and germany to 009 the germans we are resolved to prevent 011 the settlement in our country of a 013 strange people which was capable of 015 snatching for itself all the leading 017 positions in the land and to oust it for 020 it is our will to educate our own nation 023 for these leading positions we have 025 hundreds of thousands of very 026 intelligent children of peasants and of 028 the working classes we shall have them 031 educated in fact we have already begun 034 and we wish that one day they and not 036 the representatives of an alien race may 038 hold the leading positions in the state 040 together with our educated classes above 043 all german culture as its name alone 045 shows is german and not jewish and 048 therefore its management and care will 050 be entrusted,NONE,NONE
for more entertainment watch indian parliamentary debates,NONE,NONE
if this 2 are future for the usa than just no comment,NONE,NONE
both of them are beyond the grave and one is a criminal,NONE,AGAINST
like him or hate him trump gives yes and no answers rare for a politician,NONE,FAVOR
