comment,stance_llama_8b,stance_trump,stance_biden
wow that was an amazing and inspirational address to the nation and the world i feel hopeful can you imagine trump offering that kind of inspiration thats what we needed to hear please america get out there and vote biden back in im not an american but really fear the death of democracy and stability in the world if he is unable to stay,LIBERAL,ANTI,PRO
the dude on the right wearing reading glass looks awkward and uncomfortable af lol,OTHER,OTHER,OTHER
this wasnt a state of the union address it was a campaign ad,LIBERAL,OTHER,OTHER
america,OTHER,OTHER,OTHER
bidens message to america dont believe your lying eyes,LIBERAL,OTHER,ANTI
remember when biden called black people super predators,CONSERVATIVE,OTHER,ANTI
says he need a border bill nowyet the dems have blocked every border protection bill his whole term theyre liars all of them they started this open border mess and its already killed the country though the effects wont be seen until a few years when biden is dead and buried,CONSERVATIVE,PRO,ANTI
some of the republican party is a complete disgrace yelling at the president and being disrespectful is absolutely disgusting you should not be in office,LIBERAL,OTHER,OTHER
304 how in all thats holy did george santos manage to weasel his way into the chamber for the sotu he was expelled does he not have any shame,LIBERAL,OTHER,ANTI
republicans sure hate helping americans well except for the ultrarich americans,LIBERAL,OTHER,OTHER
i actually despise this man,LIBERAL,ANTI,OTHER
i think this should put to rest that biden is too old the other guy could never have made that speech and is not only old but crazy too four more years,CONSERVATIVE,PRO,ANTI
joe biden is the best president since lyndon b johnson he supports middle class americans he seeks to reign in the wealthiest 1000 americans from exploiting everyone else and importantly president biden is not selling lies that hell do something he has been getting the job done 4 more years,LIBERAL,ANTI,PRO
couldnt even say laken rileys name he goes who,LIBERAL,OTHER,OTHER
feels like the scene from revenge of the sith so this is how democracy dies with thunderous applause,LIBERAL,OTHER,ANTI
thank you mr president maybe maga republicans will get the message,LIBERAL,PRO,OTHER
interesting how the first thing you talk about is ukraine what about the american people you are the president of america not ukraine not israel you gave money to them from our tax money without providing any benefits to the american people i want to hear you talk about what have you done for the american person in three years you were here for three years what have you done about the abortion law if were unable to do something about it for three years then why should we believe that you can do anything about it if re elected i am a well paid employee yet cant save any money since you came because everything is 30 more expensive just briefly tell us what were your achievements in three years what is the benefit for america to have you as president nothing you have been busy making and funding wars all over the world all good for your party business of course but not benefits for the american people you never talk about healthcare schooling prices non of your talk interests the american people on their daily lives go be a president of ukraine even israel doesnt respect of listen to america anymore because of you you said it right if you were smart go home,OTHER,ANTI,OTHER
what a charade,LIBERAL,OTHER,OTHER
four more years,LIBERAL,PRO,OTHER
this wasnt a speech about how our country is doing like its supposed to be it was a xmas list sooooooo,LIBERAL,OTHER,OTHER
the pointless clapping makes this insufferable,OTHER,OTHER,OTHER
well joe if you are so ready to close the border just do it no new bills need to pass for you to enforce the laws we already have do it,CONSERVATIVE,OTHER,ANTI
man he look terrible,CONSERVATIVE,OTHER,OTHER
no one listens to these people anymore they lie and deliver no actions,CONSERVATIVE,OTHER,OTHER
so much greywhite and balding heads there you all know for a fact none of these people can navigate their way around a computer that poor it helpdesk staff,LIBERAL,OTHER,OTHER
this reminded me of speaches from the soviet union a corrupt evil leader lying through his teeth and a bunch of morons getting up clapping as instructed the baffoon even said that america is safer he obviously has not seen the streets of america after fentanyl one honest person even had to be removed after that,OTHER,ANTI,OTHER
president joe biden4 more years,LIBERAL,OTHER,PRO
the naysayer dumplican freaks mtg hobert matt gatz gym jorden comer lindsey will always be naysayers and divisive about all the awesome things biden has done chips act insulin cost capped out of the pandemic lowering gas prices taxing the super rich helping our nato allies etc etc for our country his experience and wisdom are the reason why he has been able to accomplish so much joe is truly for the middle class working class not the super rich that have been screwing blue collar workers for years go usa,LIBERAL,ANTI,PRO
mtg is an embarrassment to your country when your cabinet walked in i would imagine you would show a united front for people who work for your country at the very least get up on your feet to show respect the fact that she sits there and pouts says she is a grown child and it is difficult to even watch i believe in the good of the united states republicans and democrats and in between but she is an abomination,OTHER,OTHER,OTHER
what a speech ive got a problem with being proud of a country germans learn to be proud of not being proud due to our history but i would be proud to call president biden the head of my country he makes me proud of being on the right side of history amazing,LIBERAL,OTHER,PRO
the most misleading presentation of economic platform to ever be told,LIBERAL,OTHER,OTHER
4 more years of wheelin dealin joe keep the border open inflation is a myth war across the globe lgtbq rights above all else what a time to be alive,OTHER,OTHER,PRO
can wait for the debate this is a campaign speech,CONSERVATIVE,OTHER,OTHER
racial wealth gap yeh everybody is poor,OTHER,OTHER,OTHER
johnson smirking when joe says stop it referring to stopping gun violence sys it all,LIBERAL,OTHER,PRO
joe the warmonger,LIBERAL,OTHER,ANTI
